polybagDataId,ownedPolybag,dayAfterPlanted,ec,n,p,k,ph,createdAt,updatedAt
245,4,10,1.8058899938583628,18.45,6.85,28.51,6.68,2024-01-10 19:12:00,2024-01-10 19:12:00
246,5,10,1.7852422925133462,25.89,11.42,33.66,5.81,2024-01-10 00:00:00,2024-01-10 00:00:00
247,5,10,1.8634176459292047,15.58,6.02,24.63,6.58,2024-01-10 04:48:00,2024-01-10 04:48:00
248,5,10,1.2751217666968788,21.14,12.55,20.04,5.8,2024-01-10 09:36:00,2024-01-10 09:36:00
249,5,10,1.6868620945415878,26.77,8.92,30.57,5.8,2024-01-10 14:24:00,2024-01-10 14:24:00
250,5,10,1.1068328638477505,17.28,7.22,23.41,6.22,2024-01-10 19:12:00,2024-01-10 19:12:00
251,1,11,1.6388715070217128,17.7,6.96,25.26,6.78,2024-01-11 00:00:00,2024-01-11 00:00:00
252,1,11,1.8352144094376954,14.23,6.66,16.27,5.53,2024-01-11 04:48:00,2024-01-11 04:48:00
253,1,11,1.3748490331921368,10.79,11.34,18.89,5.82,2024-01-11 09:36:00,2024-01-11 09:36:00
254,1,11,1.7368368758886155,14.33,10.93,22.01,5.7,2024-01-11 14:24:00,2024-01-11 14:24:00
255,1,11,1.3054269404796728,22.13,12.75,26.8,5.83,2024-01-11 19:12:00,2024-01-11 19:12:00
256,2,11,1.4137861171032766,21.5,7.6,29.1,5.9,2024-01-11 00:00:00,2024-01-11 00:00:00
257,2,11,1.0774894440649614,10.86,9.96,20.21,6.05,2024-01-11 04:48:00,2024-01-11 04:48:00
258,2,11,1.5744778137804278,24.42,6.8,21.05,6.1,2024-01-11 09:36:00,2024-01-11 09:36:00
259,2,11,1.6994975491805837,20.35,10.33,29.88,6.18,2024-01-11 14:24:00,2024-01-11 14:24:00
260,2,11,1.4776593393013924,22.45,9.6,29.81,6.98,2024-01-11 19:12:00,2024-01-11 19:12:00
261,3,11,1.596929975565006,17.51,10.16,16.93,6.87,2024-01-11 00:00:00,2024-01-11 00:00:00
262,3,11,1.205087562874171,11.08,8.18,16.69,6.6,2024-01-11 04:48:00,2024-01-11 04:48:00
263,3,11,1.9614485013587837,16.35,6.68,34.1,6.7,2024-01-11 09:36:00,2024-01-11 09:36:00
264,3,11,1.1644775101963631,10.91,14.95,34.66,6.18,2024-01-11 14:24:00,2024-01-11 14:24:00
265,3,11,1.4011259965106642,19.33,10.12,17.46,5.52,2024-01-11 19:12:00,2024-01-11 19:12:00
266,4,11,1.6565472127644374,27.18,14.16,30.32,6.24,2024-01-11 00:00:00,2024-01-11 00:00:00
267,4,11,1.57728730908768,11.52,9.57,33.46,6.54,2024-01-11 04:48:00,2024-01-11 04:48:00
268,4,11,1.9185100976989116,25.92,12.85,17.31,6.51,2024-01-11 09:36:00,2024-01-11 09:36:00
269,4,11,1.7302333433531847,25.45,6.58,25.6,6.89,2024-01-11 14:24:00,2024-01-11 14:24:00
270,4,11,1.3816922125762783,13.48,10.71,27.93,6.45,2024-01-11 19:12:00,2024-01-11 19:12:00
271,5,11,1.5452761410527387,10.96,14.51,25.72,5.54,2024-01-11 00:00:00,2024-01-11 00:00:00
272,5,11,1.6299240398414532,18.85,10.36,34.45,6.18,2024-01-11 04:48:00,2024-01-11 04:48:00
273,5,11,1.0181688703605962,25.8,10.9,19.06,5.97,2024-01-11 09:36:00,2024-01-11 09:36:00
274,5,11,1.3293053771084327,25.17,13.52,23.95,6.25,2024-01-11 14:24:00,2024-01-11 14:24:00
275,5,11,1.2251047362284497,16.18,8.69,21.19,5.94,2024-01-11 19:12:00,2024-01-11 19:12:00
276,1,12,1.205846496048271,22.73,12.84,17.75,6.52,2024-01-12 00:00:00,2024-01-12 00:00:00
277,1,12,1.0375423867558482,15.1,8.16,17.09,6.92,2024-01-12 04:48:00,2024-01-12 04:48:00
278,1,12,1.1512010037859994,25.13,10.93,32.74,6.12,2024-01-12 09:36:00,2024-01-12 09:36:00
279,1,12,1.2468310459610947,29.34,13.85,32.42,6.1,2024-01-12 14:24:00,2024-01-12 14:24:00
280,1,12,1.566058827524941,10.92,10.18,32.19,6.96,2024-01-12 19:12:00,2024-01-12 19:12:00
281,2,12,1.2836355333178797,22.0,6.2,33.72,6.75,2024-01-12 00:00:00,2024-01-12 00:00:00
282,2,12,1.1925902586101524,21.87,13.63,17.9,6.5,2024-01-12 04:48:00,2024-01-12 04:48:00
283,2,12,1.808329133425469,19.59,14.49,24.11,5.68,2024-01-12 09:36:00,2024-01-12 09:36:00
284,2,12,1.1221573544737637,19.78,5.34,24.72,6.19,2024-01-12 14:24:00,2024-01-12 14:24:00
285,2,12,1.0254619855321956,20.11,7.99,25.57,5.8,2024-01-12 19:12:00,2024-01-12 19:12:00
286,3,12,1.8952061132099403,17.54,8.55,33.55,5.61,2024-01-12 00:00:00,2024-01-12 00:00:00
287,3,12,1.905965123331446,11.62,13.94,25.2,6.48,2024-01-12 04:48:00,2024-01-12 04:48:00
288,3,12,1.3469789204822467,13.37,12.99,33.63,6.47,2024-01-12 09:36:00,2024-01-12 09:36:00
289,3,12,1.3119144517162273,28.5,13.59,29.14,6.44,2024-01-12 14:24:00,2024-01-12 14:24:00
290,3,12,1.8761974659715588,14.38,10.12,20.27,6.28,2024-01-12 19:12:00,2024-01-12 19:12:00
291,4,12,1.9191101432336342,29.64,12.65,18.23,6.78,2024-01-12 00:00:00,2024-01-12 00:00:00
292,4,12,1.0632938770260836,19.4,7.73,24.06,5.84,2024-01-12 04:48:00,2024-01-12 04:48:00
293,4,12,1.8750134424510252,23.28,7.84,31.19,6.5,2024-01-12 09:36:00,2024-01-12 09:36:00
294,4,12,1.7043946168447581,17.89,14.48,28.5,5.59,2024-01-12 14:24:00,2024-01-12 14:24:00
295,4,12,1.1033320367563493,13.68,5.38,21.71,6.2,2024-01-12 19:12:00,2024-01-12 19:12:00
296,5,12,1.4630859816463913,12.02,6.02,15.14,6.03,2024-01-12 00:00:00,2024-01-12 00:00:00
297,5,12,1.0182879210586406,28.99,12.15,20.31,5.65,2024-01-12 04:48:00,2024-01-12 04:48:00
298,5,12,1.3776795666084878,20.41,7.26,31.83,6.24,2024-01-12 09:36:00,2024-01-12 09:36:00
299,5,12,1.1908825488717392,14.61,13.45,26.21,6.74,2024-01-12 14:24:00,2024-01-12 14:24:00
300,5,12,1.693186442249487,25.34,9.95,34.74,6.41,2024-01-12 19:12:00,2024-01-12 19:12:00
301,1,13,1.8666397106857207,18.9,11.77,18.64,6.83,2024-01-13 00:00:00,2024-01-13 00:00:00
302,1,13,1.447634501990335,16.43,8.88,15.24,5.55,2024-01-13 04:48:00,2024-01-13 04:48:00
303,1,13,1.188189117992427,12.89,5.97,20.91,6.38,2024-01-13 09:36:00,2024-01-13 09:36:00
304,1,13,1.6055215579619242,22.4,14.6,15.28,6.59,2024-01-13 14:24:00,2024-01-13 14:24:00
305,1,13,1.387986811076109,22.58,11.69,15.47,5.61,2024-01-13 19:12:00,2024-01-13 19:12:00
306,2,13,1.5119368869885335,12.95,13.15,27.95,5.61,2024-01-13 00:00:00,2024-01-13 00:00:00
307,2,13,1.260950973207129,20.4,10.25,29.32,6.12,2024-01-13 04:48:00,2024-01-13 04:48:00
308,2,13,1.495419847890635,28.21,13.7,28.7,6.7,2024-01-13 09:36:00,2024-01-13 09:36:00
309,2,13,1.482620416154989,12.62,8.21,30.43,6.47,2024-01-13 14:24:00,2024-01-13 14:24:00
310,2,13,1.882885126546756,29.29,12.39,20.51,6.34,2024-01-13 19:12:00,2024-01-13 19:12:00
311,3,13,1.8502216507313447,29.39,9.09,15.1,5.97,2024-01-13 00:00:00,2024-01-13 00:00:00
312,3,13,1.97699977214459,22.51,13.77,15.6,5.65,2024-01-13 04:48:00,2024-01-13 04:48:00
313,3,13,1.2478055516300692,21.64,12.43,33.2,6.57,2024-01-13 09:36:00,2024-01-13 09:36:00
314,3,13,1.0711363973319044,15.37,10.17,19.59,6.71,2024-01-13 14:24:00,2024-01-13 14:24:00
315,3,13,1.0635197738886764,14.45,10.9,33.03,6.82,2024-01-13 19:12:00,2024-01-13 19:12:00
316,4,13,1.716619976322512,27.76,12.46,29.58,5.86,2024-01-13 00:00:00,2024-01-13 00:00:00
317,4,13,1.174512822309942,16.43,9.37,28.42,6.18,2024-01-13 04:48:00,2024-01-13 04:48:00
318,4,13,1.9677490382515992,17.74,14.25,29.39,6.91,2024-01-13 09:36:00,2024-01-13 09:36:00
319,4,13,1.3898357092644684,12.61,11.95,16.88,6.51,2024-01-13 14:24:00,2024-01-13 14:24:00
320,4,13,1.4968833863171591,22.16,5.34,27.38,6.84,2024-01-13 19:12:00,2024-01-13 19:12:00
321,5,13,1.704704931724332,11.19,7.11,28.22,6.51,2024-01-13 00:00:00,2024-01-13 00:00:00
322,5,13,1.5873914984567215,25.13,14.3,22.89,6.53,2024-01-13 04:48:00,2024-01-13 04:48:00
323,5,13,1.1113225590962876,24.25,10.98,34.8,6.66,2024-01-13 09:36:00,2024-01-13 09:36:00
324,5,13,1.141939900897597,21.66,5.35,34.94,6.03,2024-01-13 14:24:00,2024-01-13 14:24:00
325,5,13,1.2074504940928135,17.42,6.92,30.41,6.99,2024-01-13 19:12:00,2024-01-13 19:12:00
326,1,14,1.7354047850822485,21.3,13.08,34.36,6.14,2024-01-14 00:00:00,2024-01-14 00:00:00
327,1,14,1.378901998778807,15.56,7.13,34.86,6.57,2024-01-14 04:48:00,2024-01-14 04:48:00
328,1,14,1.0027015804962183,20.07,6.32,33.02,5.59,2024-01-14 09:36:00,2024-01-14 09:36:00
329,1,14,1.814599733762119,15.3,14.02,23.43,6.02,2024-01-14 14:24:00,2024-01-14 14:24:00
330,1,14,1.3473376121536038,27.17,13.11,18.23,6.77,2024-01-14 19:12:00,2024-01-14 19:12:00
331,2,14,1.7753797711218962,25.83,6.55,27.62,5.67,2024-01-14 00:00:00,2024-01-14 00:00:00
332,2,14,1.3666595442738567,28.55,12.17,30.77,5.86,2024-01-14 04:48:00,2024-01-14 04:48:00
333,2,14,1.7785483247400724,14.21,6.12,25.62,5.93,2024-01-14 09:36:00,2024-01-14 09:36:00
334,2,14,1.1941588900337963,27.97,9.41,28.51,6.84,2024-01-14 14:24:00,2024-01-14 14:24:00
335,2,14,1.6516149993297202,23.53,6.92,19.03,6.04,2024-01-14 19:12:00,2024-01-14 19:12:00
336,3,14,1.3626266273667695,13.7,13.97,33.35,6.71,2024-01-14 00:00:00,2024-01-14 00:00:00
337,3,14,1.7696356585907578,21.79,9.55,19.34,6.93,2024-01-14 04:48:00,2024-01-14 04:48:00
338,3,14,1.7092091091564248,16.22,12.67,23.94,6.46,2024-01-14 09:36:00,2024-01-14 09:36:00
339,3,14,1.672664640889057,12.51,6.54,16.47,6.54,2024-01-14 14:24:00,2024-01-14 14:24:00
340,3,14,1.739712383161133,16.6,6.14,32.94,6.76,2024-01-14 19:12:00,2024-01-14 19:12:00
341,4,14,1.3342267756275241,21.02,6.83,32.58,6.62,2024-01-14 00:00:00,2024-01-14 00:00:00
342,4,14,1.5163906817227097,29.96,11.74,24.06,5.9,2024-01-14 04:48:00,2024-01-14 04:48:00
343,4,14,1.1861568252344683,12.32,14.13,19.57,6.56,2024-01-14 09:36:00,2024-01-14 09:36:00
344,4,14,1.0830821367732617,29.89,14.48,19.71,5.83,2024-01-14 14:24:00,2024-01-14 14:24:00
345,4,14,1.3300684002315002,24.11,5.12,32.37,6.41,2024-01-14 19:12:00,2024-01-14 19:12:00
346,5,14,1.1597364237559264,18.91,11.93,33.61,6.81,2024-01-14 00:00:00,2024-01-14 00:00:00
347,5,14,1.6877306901068234,26.81,5.07,31.0,5.84,2024-01-14 04:48:00,2024-01-14 04:48:00
348,5,14,1.3643896534960804,14.75,9.94,20.64,6.01,2024-01-14 09:36:00,2024-01-14 09:36:00
349,5,14,1.5010106713365232,11.39,14.22,34.31,5.91,2024-01-14 14:24:00,2024-01-14 14:24:00
350,5,14,1.8589661537987614,20.2,5.37,34.18,6.75,2024-01-14 19:12:00,2024-01-14 19:12:00
351,1,15,1.3762555621217043,18.76,13.97,32.33,5.65,2024-01-15 00:00:00,2024-01-15 00:00:00
352,1,15,1.4331344309527692,16.64,12.02,28.35,6.99,2024-01-15 04:48:00,2024-01-15 04:48:00
353,1,15,1.7544877916727022,22.13,13.38,15.33,6.5,2024-01-15 09:36:00,2024-01-15 09:36:00
354,1,15,1.9342052788926503,21.78,14.29,24.56,5.53,2024-01-15 14:24:00,2024-01-15 14:24:00
355,1,15,1.3531898961799458,13.21,13.49,17.72,6.33,2024-01-15 19:12:00,2024-01-15 19:12:00
356,2,15,1.4602673723839752,11.52,8.89,15.16,5.58,2024-01-15 00:00:00,2024-01-15 00:00:00
357,2,15,1.910903748222979,27.33,5.97,19.15,6.35,2024-01-15 04:48:00,2024-01-15 04:48:00
358,2,15,1.4299519850663622,29.93,14.66,24.75,5.51,2024-01-15 09:36:00,2024-01-15 09:36:00
359,2,15,1.4900779567912326,22.67,9.67,15.4,6.77,2024-01-15 14:24:00,2024-01-15 14:24:00
360,2,15,1.4321486674245425,19.25,6.1,32.08,6.88,2024-01-15 19:12:00,2024-01-15 19:12:00
361,3,15,1.4962519213732888,10.14,5.13,21.28,6.83,2024-01-15 00:00:00,2024-01-15 00:00:00
362,3,15,1.7734250733117372,18.76,7.66,32.48,5.88,2024-01-15 04:48:00,2024-01-15 04:48:00
363,3,15,1.2628336934908866,23.64,11.65,22.67,6.31,2024-01-15 09:36:00,2024-01-15 09:36:00
364,3,15,1.3997688051645136,25.05,5.65,23.78,6.57,2024-01-15 14:24:00,2024-01-15 14:24:00
365,3,15,1.8645553780982311,17.85,7.78,28.03,6.77,2024-01-15 19:12:00,2024-01-15 19:12:00
366,4,15,1.2863964375544175,23.24,11.93,21.33,6.81,2024-01-15 00:00:00,2024-01-15 00:00:00
367,4,15,1.5035721336870282,13.31,5.04,16.67,5.6,2024-01-15 04:48:00,2024-01-15 04:48:00
368,4,15,1.977910522348207,14.63,14.38,27.98,6.56,2024-01-15 09:36:00,2024-01-15 09:36:00
369,4,15,1.2999030034320898,14.99,5.71,19.64,6.13,2024-01-15 14:24:00,2024-01-15 14:24:00
370,4,15,1.9523250804808563,13.27,7.93,26.15,6.54,2024-01-15 19:12:00,2024-01-15 19:12:00
371,5,15,1.9094467563321986,25.07,5.48,28.07,6.32,2024-01-15 00:00:00,2024-01-15 00:00:00
372,5,15,1.4665781454234903,25.41,9.1,16.09,6.59,2024-01-15 04:48:00,2024-01-15 04:48:00
373,5,15,1.9767502600938716,18.66,13.27,32.08,5.87,2024-01-15 09:36:00,2024-01-15 09:36:00
374,5,15,1.9231418475159239,22.49,14.92,29.56,6.55,2024-01-15 14:24:00,2024-01-15 14:24:00
375,5,15,1.909750686539254,16.65,12.82,32.28,6.3,2024-01-15 19:12:00,2024-01-15 19:12:00
376,1,16,1.4449170802816222,19.99,5.75,21.03,5.68,2024-01-16 00:00:00,2024-01-16 00:00:00
377,1,16,1.2558568064471756,12.99,13.82,17.23,6.34,2024-01-16 04:48:00,2024-01-16 04:48:00
378,1,16,1.969602472413937,25.44,7.73,26.67,6.19,2024-01-16 09:36:00,2024-01-16 09:36:00
379,1,16,1.4086514083457682,20.51,14.77,31.62,6.83,2024-01-16 14:24:00,2024-01-16 14:24:00
380,1,16,1.4225193029142065,24.97,11.31,22.31,6.63,2024-01-16 19:12:00,2024-01-16 19:12:00
381,2,16,1.19400822855915,18.48,5.56,21.12,5.65,2024-01-16 00:00:00,2024-01-16 00:00:00
382,2,16,1.05399162631958,26.44,5.61,31.54,6.64,2024-01-16 04:48:00,2024-01-16 04:48:00
383,2,16,1.1405654090668702,15.35,8.81,30.88,6.01,2024-01-16 09:36:00,2024-01-16 09:36:00
384,2,16,1.0056444172428727,14.05,9.84,16.08,6.69,2024-01-16 14:24:00,2024-01-16 14:24:00
385,2,16,1.503866377009799,24.41,7.68,19.51,6.46,2024-01-16 19:12:00,2024-01-16 19:12:00
386,3,16,1.4323251371577692,28.29,5.66,17.29,5.53,2024-01-16 00:00:00,2024-01-16 00:00:00
387,3,16,1.4163715846744394,26.99,14.14,28.24,6.11,2024-01-16 04:48:00,2024-01-16 04:48:00
388,3,16,1.1519067955194495,14.97,13.38,30.41,6.31,2024-01-16 09:36:00,2024-01-16 09:36:00
389,3,16,1.8819250614643122,16.32,14.28,31.74,6.99,2024-01-16 14:24:00,2024-01-16 14:24:00
390,3,16,1.8561197697066751,28.97,10.12,33.64,6.51,2024-01-16 19:12:00,2024-01-16 19:12:00
391,4,16,1.9290274299022918,29.56,7.34,25.41,6.9,2024-01-16 00:00:00,2024-01-16 00:00:00
392,4,16,1.2939624029121002,18.0,12.42,29.63,6.7,2024-01-16 04:48:00,2024-01-16 04:48:00
393,4,16,1.8123738044440993,28.11,9.54,26.68,5.64,2024-01-16 09:36:00,2024-01-16 09:36:00
394,4,16,1.7094857761978828,22.19,12.78,25.5,6.53,2024-01-16 14:24:00,2024-01-16 14:24:00
395,4,16,1.7728320884786144,10.83,9.32,15.07,5.64,2024-01-16 19:12:00,2024-01-16 19:12:00
396,5,16,1.0641662249758883,17.9,14.02,16.96,6.97,2024-01-16 00:00:00,2024-01-16 00:00:00
397,5,16,1.0003969005261657,17.41,6.94,22.39,5.63,2024-01-16 04:48:00,2024-01-16 04:48:00
398,5,16,1.5947367594121826,19.43,6.95,22.53,5.89,2024-01-16 09:36:00,2024-01-16 09:36:00
399,5,16,1.8896378341642324,13.04,5.11,32.3,6.11,2024-01-16 14:24:00,2024-01-16 14:24:00
400,5,16,1.4350374182910408,11.13,7.94,15.43,5.79,2024-01-16 19:12:00,2024-01-16 19:12:00
401,1,17,1.7806579332762382,18.47,13.28,29.34,6.72,2024-01-17 00:00:00,2024-01-17 00:00:00
402,1,17,1.9226877715503563,12.67,5.49,31.01,6.75,2024-01-17 04:48:00,2024-01-17 04:48:00
403,1,17,1.936969944971524,15.11,11.89,27.03,5.56,2024-01-17 09:36:00,2024-01-17 09:36:00
404,1,17,1.1724200399540825,25.71,8.92,21.6,5.63,2024-01-17 14:24:00,2024-01-17 14:24:00
405,1,17,1.4045772473832492,20.79,5.93,34.35,6.38,2024-01-17 19:12:00,2024-01-17 19:12:00
406,2,17,1.1785203969176559,18.41,10.66,19.32,5.7,2024-01-17 00:00:00,2024-01-17 00:00:00
407,2,17,1.7941601184539748,10.76,5.88,33.65,6.51,2024-01-17 04:48:00,2024-01-17 04:48:00
408,2,17,1.9306044835204905,15.51,8.89,28.62,5.64,2024-01-17 09:36:00,2024-01-17 09:36:00
409,2,17,1.1389664577085092,29.61,8.22,29.24,5.55,2024-01-17 14:24:00,2024-01-17 14:24:00
410,2,17,1.7116269546312761,10.3,10.56,19.32,6.39,2024-01-17 19:12:00,2024-01-17 19:12:00
411,3,17,1.5585596096258352,18.66,8.77,32.81,5.82,2024-01-17 00:00:00,2024-01-17 00:00:00
412,3,17,1.3292056471320137,18.33,12.11,28.44,6.27,2024-01-17 04:48:00,2024-01-17 04:48:00
413,3,17,1.441999132852128,29.26,13.35,24.28,6.68,2024-01-17 09:36:00,2024-01-17 09:36:00
414,3,17,1.8190910585488997,18.76,5.43,16.67,6.0,2024-01-17 14:24:00,2024-01-17 14:24:00
415,3,17,1.648682254347079,14.14,6.36,17.13,6.79,2024-01-17 19:12:00,2024-01-17 19:12:00
416,4,17,1.8182031519111173,18.88,11.46,23.96,6.64,2024-01-17 00:00:00,2024-01-17 00:00:00
417,4,17,1.7109407698893078,12.01,13.45,22.59,5.55,2024-01-17 04:48:00,2024-01-17 04:48:00
418,4,17,1.5488012844627637,18.95,14.41,21.51,5.81,2024-01-17 09:36:00,2024-01-17 09:36:00
419,4,17,1.771859436215747,27.28,12.84,32.95,6.45,2024-01-17 14:24:00,2024-01-17 14:24:00
420,4,17,1.3577493421337379,27.97,13.05,25.15,5.57,2024-01-17 19:12:00,2024-01-17 19:12:00
421,5,17,1.2242599730866601,14.48,7.32,23.99,6.51,2024-01-17 00:00:00,2024-01-17 00:00:00
422,5,17,1.340801071819833,14.72,12.59,32.97,6.21,2024-01-17 04:48:00,2024-01-17 04:48:00
423,5,17,1.1130577186785904,20.04,14.3,25.22,5.58,2024-01-17 09:36:00,2024-01-17 09:36:00
424,5,17,1.2080705965024767,14.13,10.21,24.91,6.8,2024-01-17 14:24:00,2024-01-17 14:24:00
425,5,17,1.6013959792567443,10.8,10.16,22.99,6.57,2024-01-17 19:12:00,2024-01-17 19:12:00
426,1,18,1.8907284422253776,18.27,5.36,21.12,6.67,2024-01-18 00:00:00,2024-01-18 00:00:00
427,1,18,1.7405194004231272,23.37,14.05,31.48,6.9,2024-01-18 04:48:00,2024-01-18 04:48:00
428,1,18,1.3666325254565017,28.71,8.49,17.05,6.27,2024-01-18 09:36:00,2024-01-18 09:36:00
429,1,18,1.574757695195934,24.13,6.14,32.35,5.53,2024-01-18 14:24:00,2024-01-18 14:24:00
430,1,18,1.368134192634093,21.76,14.65,30.57,5.78,2024-01-18 19:12:00,2024-01-18 19:12:00
431,2,18,1.5546897824455108,29.47,6.21,31.43,5.92,2024-01-18 00:00:00,2024-01-18 00:00:00
432,2,18,1.5687523984628085,10.81,6.63,26.67,6.2,2024-01-18 04:48:00,2024-01-18 04:48:00
433,2,18,1.3368509182815238,21.43,11.22,24.07,6.17,2024-01-18 09:36:00,2024-01-18 09:36:00
434,2,18,1.2826028601207933,26.41,6.1,25.5,5.72,2024-01-18 14:24:00,2024-01-18 14:24:00
435,2,18,1.1988636199908678,12.77,12.13,15.89,5.98,2024-01-18 19:12:00,2024-01-18 19:12:00
436,3,18,1.3577727512268978,20.25,10.07,29.14,6.92,2024-01-18 00:00:00,2024-01-18 00:00:00
437,3,18,1.526465130793845,13.37,11.73,17.88,6.27,2024-01-18 04:48:00,2024-01-18 04:48:00
438,3,18,1.2107682010734306,13.86,12.92,16.3,6.0,2024-01-18 09:36:00,2024-01-18 09:36:00
439,3,18,1.9764531705966646,26.79,11.46,26.06,5.71,2024-01-18 14:24:00,2024-01-18 14:24:00
440,3,18,1.7115207701868131,16.06,13.75,24.8,6.59,2024-01-18 19:12:00,2024-01-18 19:12:00
441,4,18,1.8711864936270801,14.8,7.06,32.08,6.69,2024-01-18 00:00:00,2024-01-18 00:00:00
442,4,18,1.191881474238619,27.96,13.16,21.74,5.78,2024-01-18 04:48:00,2024-01-18 04:48:00
443,4,18,1.192741848023368,27.39,8.35,30.34,5.63,2024-01-18 09:36:00,2024-01-18 09:36:00
444,4,18,1.4833944832431794,19.62,13.7,31.96,6.45,2024-01-18 14:24:00,2024-01-18 14:24:00
445,4,18,1.7662658483549205,28.52,10.75,26.84,5.92,2024-01-18 19:12:00,2024-01-18 19:12:00
446,5,18,1.0271896141101298,20.68,13.63,29.5,6.13,2024-01-18 00:00:00,2024-01-18 00:00:00
447,5,18,1.3284165504033991,22.35,14.49,30.12,5.58,2024-01-18 04:48:00,2024-01-18 04:48:00
448,5,18,1.0464192756659134,21.47,5.52,29.29,5.56,2024-01-18 09:36:00,2024-01-18 09:36:00
449,5,18,1.386805160067755,15.22,9.55,19.63,6.53,2024-01-18 14:24:00,2024-01-18 14:24:00
450,5,18,1.4168281603919457,16.82,9.95,23.02,6.42,2024-01-18 19:12:00,2024-01-18 19:12:00
451,1,19,1.5303965499126269,21.65,6.56,23.91,6.1,2024-01-19 00:00:00,2024-01-19 00:00:00
452,1,19,1.8154183228087633,16.2,7.11,23.02,5.74,2024-01-19 04:48:00,2024-01-19 04:48:00
453,1,19,1.236629394904658,10.93,9.62,20.53,5.93,2024-01-19 09:36:00,2024-01-19 09:36:00
454,1,19,1.513384949803937,18.02,11.56,19.76,6.27,2024-01-19 14:24:00,2024-01-19 14:24:00
455,1,19,1.6762853253680734,20.72,13.94,18.22,5.86,2024-01-19 19:12:00,2024-01-19 19:12:00
456,2,19,1.2494925730661939,29.6,5.31,25.9,6.95,2024-01-19 00:00:00,2024-01-19 00:00:00
457,2,19,1.3609138863759438,18.04,12.8,27.11,5.98,2024-01-19 04:48:00,2024-01-19 04:48:00
458,2,19,1.3762591730485934,26.92,14.83,33.22,6.79,2024-01-19 09:36:00,2024-01-19 09:36:00
459,2,19,1.6902775880056458,14.76,10.94,24.14,6.98,2024-01-19 14:24:00,2024-01-19 14:24:00
460,2,19,1.8758303501414364,22.89,14.12,33.9,5.61,2024-01-19 19:12:00,2024-01-19 19:12:00
461,3,19,1.6600193953183777,13.79,8.44,26.86,5.9,2024-01-19 00:00:00,2024-01-19 00:00:00
462,3,19,1.9261918101369786,26.12,9.27,29.57,6.01,2024-01-19 04:48:00,2024-01-19 04:48:00
463,3,19,1.4313012203099837,25.98,7.38,34.33,6.95,2024-01-19 09:36:00,2024-01-19 09:36:00
464,3,19,1.330233315706673,17.76,8.91,27.01,6.27,2024-01-19 14:24:00,2024-01-19 14:24:00
465,3,19,1.1378738270930717,25.31,8.4,24.06,6.39,2024-01-19 19:12:00,2024-01-19 19:12:00
466,4,19,1.911713538184652,28.04,14.31,29.25,6.0,2024-01-19 00:00:00,2024-01-19 00:00:00
467,4,19,1.7259067557301346,23.77,9.69,17.29,6.63,2024-01-19 04:48:00,2024-01-19 04:48:00
468,4,19,1.4382188870524515,24.61,12.38,34.03,6.58,2024-01-19 09:36:00,2024-01-19 09:36:00
469,4,19,1.5290933377981908,10.17,9.36,15.55,6.18,2024-01-19 14:24:00,2024-01-19 14:24:00
470,4,19,1.3828299470911172,26.91,5.78,24.74,6.58,2024-01-19 19:12:00,2024-01-19 19:12:00
471,5,19,1.4330624364200544,24.8,14.23,26.67,6.34,2024-01-19 00:00:00,2024-01-19 00:00:00
472,5,19,1.7371685030965094,13.96,5.43,21.99,6.42,2024-01-19 04:48:00,2024-01-19 04:48:00
473,5,19,1.4707519530166002,15.48,5.43,24.01,5.74,2024-01-19 09:36:00,2024-01-19 09:36:00
474,5,19,1.0548508484170847,17.91,7.12,23.16,6.93,2024-01-19 14:24:00,2024-01-19 14:24:00
475,5,19,1.6895228727270868,22.65,11.65,22.46,5.58,2024-01-19 19:12:00,2024-01-19 19:12:00
476,1,20,1.9689297180484628,26.0,14.77,31.54,6.33,2024-01-20 00:00:00,2024-01-20 00:00:00
477,1,20,1.900452533419056,20.92,6.82,26.16,6.69,2024-01-20 04:48:00,2024-01-20 04:48:00
478,1,20,1.3189429507731782,11.87,14.99,34.3,6.22,2024-01-20 09:36:00,2024-01-20 09:36:00
479,1,20,1.318798674393649,21.17,8.86,15.68,5.55,2024-01-20 14:24:00,2024-01-20 14:24:00
480,1,20,1.1846883505271149,12.0,6.42,32.08,6.63,2024-01-20 19:12:00,2024-01-20 19:12:00
481,2,20,1.7906647311529154,20.56,6.44,16.85,6.58,2024-01-20 00:00:00,2024-01-20 00:00:00
482,2,20,1.455446232088934,20.77,13.75,26.22,5.94,2024-01-20 04:48:00,2024-01-20 04:48:00
483,2,20,1.4355352861979411,19.68,12.72,27.2,5.78,2024-01-20 09:36:00,2024-01-20 09:36:00
484,2,20,1.5023072786668097,24.3,11.76,21.41,6.02,2024-01-20 14:24:00,2024-01-20 14:24:00
485,2,20,1.2734118236074528,19.07,7.38,29.1,6.96,2024-01-20 19:12:00,2024-01-20 19:12:00
486,3,20,1.5197036509738067,27.69,12.27,28.04,6.11,2024-01-20 00:00:00,2024-01-20 00:00:00
487,3,20,1.258471305144027,27.45,8.0,24.4,6.69,2024-01-20 04:48:00,2024-01-20 04:48:00
488,3,20,1.8931304295468243,20.8,13.76,25.39,6.53,2024-01-20 09:36:00,2024-01-20 09:36:00
489,3,20,1.242594082832679,10.03,9.58,24.02,6.34,2024-01-20 14:24:00,2024-01-20 14:24:00
